Local time,Open,High,Low,Close,Volume
03.01.2020 19:00:00.000 GMT+0300,1549.085,1550.685,1547.815,1548.475,3064270.0195
03.01.2020 20:00:00.000 GMT+0300,1548.425,1549.105,1547.215,1548.945,1977169.9905
03.01.2020 21:00:00.000 GMT+0300,1548.945,1553.762,1548.555,1549.762,3315429.9259
03.01.2020 22:00:00.000 GMT+0300,1549.762,1550.075,1546.445,1548.075,3021640.0623
03.01.2020 23:00:00.000 GMT+0300,1548.082,1549.255,1547.132,1549.255,3001919.9848
04.01.2020 00:00:00.000 GMT+0300,1549.292,1552.835,1548.932,1552.805,667625.01
06.01.2020 02:00:00.000 GMT+0300,1560.000,1587.915,1560.000,1569.425,3804780.0064
06.01.2020 03:00:00.000 GMT+0300,1569.432,1571.085,1567.265,1569.752,2533920.0497
06.01.2020 04:00:00.000 GMT+0300,1569.752,1580.262,1569.072,1578.005,6780029.7737
06.01.2020 05:00:00.000 GMT+0300,1578.005,1578.235,1575.465,1577.735,2425940.0368
06.01.2020 06:00:00.000 GMT+0300,1577.735,1579.712,1577.062,1578.322,2121900.0816
06.01.2020 07:00:00.000 GMT+0300,1578.312,1578.512,1575.055,1576.305,1880380.0344
06.01.2020 08:00:00.000 GMT+0300,1576.302,1577.595,1573.725,1575.162,2038189.888
06.01.2020 09:00:00.000 GMT+0300,1575.162,1578.022,1573.845,1574.612,2813879.9667
06.01.2020 10:00:00.000 GMT+0300,1574.602,1575.422,1570.382,1574.405,3404150.0092
06.01.2020 11:00:00.000 GMT+0300,1574.405,1576.715,1571.562,1575.892,3983249.9027
06.01.2020 12:00:00.000 GMT+0300,1575.892,1578.225,1574.415,1577.462,3083319.9024
06.01.2020 13:00:00.000 GMT+0300,1577.452,1577.835,1575.295,1577.805,1759590.0297
06.01.2020 14:00:00.000 GMT+0300,1577.805,1579.515,1576.315,1579.072,2217350.0061
06.01.2020 15:00:00.000 GMT+0300,1578.972,1579.235,1576.362,1576.882,2316230.0587
06.01.2020 16:00:00.000 GMT+0300,1576.885,1577.902,1571.632,1574.455,3956990.0036
06.01.2020 17:00:00.000 GMT+0300,1574.475,1576.875,1572.832,1573.142,5323969.841
06.01.2020 18:00:00.000 GMT+0300,1573.145,1574.372,1561.112,1564.452,10068449.9741
06.01.2020 19:00:00.000 GMT+0300,1564.525,1565.925,1560.982,1564.935,5994669.9142
06.01.2020 20:00:00.000 GMT+0300,1564.935,1565.525,1562.312,1564.712,2695499.897
06.01.2020 21:00:00.000 GMT+0300,1564.722,1568.705,1564.095,1566.745,3403620.0047
06.01.2020 22:00:00.000 GMT+0300,1566.715,1567.875,1563.192,1565.042,3248359.9186
06.01.2020 23:00:00.000 GMT+0300,1564.992,1566.992,1564.532,1565.775,3263979.9118
07.01.2020 00:00:00.000 GMT+0300,1565.755,1566.962,1565.375,1566.195,601970.017
07.01.2020 01:00:00.000 GMT+0300,1566.195,1566.195,1566.195,1566.195,0
07.01.2020 02:00:00.000 GMT+0300,1566.022,1566.135,1563.785,1563.935,801549.9711
07.01.2020 03:00:00.000 GMT+0300,1563.935,1565.815,1562.815,1564.502,802320.0035
07.01.2020 04:00:00.000 GMT+0300,1564.502,1564.872,1556.735,1558.095,2025619.9837
07.01.2020 05:00:00.000 GMT+0300,1558.105,1561.105,1555.515,1559.175,2736540.0791
07.01.2020 06:00:00.000 GMT+0300,1559.175,1560.172,1558.575,1559.285,1861289.978
07.01.2020 07:00:00.000 GMT+0300,1559.285,1560.072,1558.195,1559.442,899150.0139
07.01.2020 08:00:00.000 GMT+0300,1559.442,1563.205,1559.255,1562.705,1841879.9639
07.01.2020 09:00:00.000 GMT+0300,1562.725,1569.535,1562.585,1564.975,3932179.9278
07.01.2020 10:00:00.000 GMT+0300,1564.995,1571.075,1564.805,1569.945,3190399.8852
07.01.2020 11:00:00.000 GMT+0300,1569.905,1570.695,1564.775,1565.085,3192379.9515
07.01.2020 12:00:00.000 GMT+0300,1565.095,1567.055,1563.415,1566.405,2593919.9924
07.01.2020 13:00:00.000 GMT+0300,1566.355,1567.405,1565.325,1565.875,2673710.1078
07.01.2020 14:00:00.000 GMT+0300,1565.845,1569.095,1565.695,1567.805,1831380.0097
07.01.2020 15:00:00.000 GMT+0300,1567.795,1569.742,1564.015,1565.352,2185480.1178
07.01.2020 16:00:00.000 GMT+0300,1565.352,1568.525,1564.805,1568.365,3203020.0958
07.01.2020 17:00:00.000 GMT+0300,1568.362,1571.842,1566.432,1569.275,5426199.913
07.01.2020 18:00:00.000 GMT+0300,1568.985,1571.652,1565.852,1568.785,9469400.4059
07.01.2020 19:00:00.000 GMT+0300,1568.782,1571.965,1568.585,1571.265,4237199.7833
07.01.2020 20:00:00.000 GMT+0300,1571.285,1573.355,1571.075,1572.105,2208650.1122
07.01.2020 21:00:00.000 GMT+0300,1572.072,1573.275,1570.935,1572.585,2140029.9072
07.01.2020 22:00:00.000 GMT+0300,1572.585,1573.255,1569.792,1571.485,2892329.9313
07.01.2020 23:00:00.000 GMT+0300,1571.422,1572.212,1569.865,1571.972,1605900.0492
08.01.2020 00:00:00.000 GMT+0300,1571.962,1577.602,1571.762,1574.945,1200710.0582
08.01.2020 01:00:00.000 GMT+0300,1574.945,1574.945,1574.945,1574.945,0
08.01.2020 02:00:00.000 GMT+0300,1576.122,1598.722,1574.102,1595.325,4658360.0044
