Local time,Open,High,Low,Close,Volume
23.11.2023 01:00:00.000 GMT+0300,1990.305,1998.715,1989.992,1992.925,13952529.981600003
24.11.2023 01:00:00.000 GMT+0300,1993.552,2003.835,1991.685,2000.795,12961879.939000001
27.11.2023 01:00:00.000 GMT+0300,2002.955,2018.315,2000.856,2014.282,22997189.938899998
28.11.2023 01:00:00.000 GMT+0300,2015.165,2043.265,2011.865,2041.202,19799810.052100006
29.11.2023 01:00:00.000 GMT+0300,2041.505,2052.235,2035.585,2044.652,25954404.0561
30.11.2023 01:00:00.000 GMT+0300,2045.675,2047.385,2031.765,2036.602,21092830.0918
01.12.2023 01:00:00.000 GMT+0300,2037.982,2075.575,2034.125,2072.372,23498495.072200004
04.12.2023 01:00:00.000 GMT+0300,2074.455,2146.885,2020.255,2030.302,47074249.5061
05.12.2023 01:00:00.000 GMT+0300,2029.706,2041.455,2010.102,2019.652,34372817.90369999
06.12.2023 01:00:00.000 GMT+0300,2020.102,2036.105,2017.435,2025.572,24850959.956499998
07.12.2023 01:00:00.000 GMT+0300,2027.295,2040.105,2020.395,2028.832,26998830.050200004
08.12.2023 01:00:00.000 GMT+0300,2029.772,2034.225,1994.895,2004.822,35823799.43119999
11.12.2023 01:00:00.000 GMT+0300,2004.485,2007.995,1976.055,1982.186,23563359.9161
12.12.2023 01:00:00.000 GMT+0300,1982.605,1997.086,1977.452,1979.755,24174853.101299997
13.12.2023 01:00:00.000 GMT+0300,1980.266,2028.075,1973.295,2028.075,27371719.986299995
14.12.2023 01:00:00.000 GMT+0300,2027.876,2048.105,2024.802,2036.705,39068939.7453
15.12.2023 01:00:00.000 GMT+0300,2037.005,2045.105,2015.825,2020.166,28597099.900299996
18.12.2023 01:00:00.000 GMT+0300,2020.702,2033.935,2016.235,2027.546,18744989.872199997
19.12.2023 01:00:00.000 GMT+0300,2028.575,2047.175,2021.895,2040.545,20781480.1337
20.12.2023 01:00:00.000 GMT+0300,2041.432,2043.705,2027.725,2032.175,24326230.3023
21.12.2023 01:00:00.000 GMT+0300,2032.722,2046.285,2031.795,2046.285,25642439.961100005
22.12.2023 01:00:00.000 GMT+0300,2048.702,2070.895,2047.025,2053.272,37052839.6665
26.12.2023 01:00:00.000 GMT+0300,2055.025,2069.225,2053.702,2068.945,18379119.947599996
27.12.2023 01:00:00.000 GMT+0300,2068.822,2084.655,2061.715,2078.155,21666170.135199998
28.12.2023 01:00:00.000 GMT+0300,2077.996,2088.675,2064.885,2065.605,28611290.0673
29.12.2023 01:00:00.000 GMT+0300,2067.102,2075.075,2058.452,2063.112,34166900.0089
02.01.2024 01:00:00.000 GMT+0300,2064.562,2079.145,2056.145,2059.045,28863420.098899994
03.01.2024 01:00:00.000 GMT+0300,2059.772,2066.175,2030.865,2041.975,33315040.022099994
04.01.2024 01:00:00.000 GMT+0300,2042.452,2051.205,2036.492,2043.585,28424959.927699998
05.01.2024 01:00:00.000 GMT+0300,2044.812,2064.175,2024.695,2045.975,35555569.4997
08.01.2024 01:00:00.000 GMT+0300,2046.355,2046.855,2016.995,2028.275,34406680.0771
09.01.2024 01:00:00.000 GMT+0300,2028.635,2042.115,2026.325,2030.405,29064079.821299996
10.01.2024 01:00:00.000 GMT+0300,2031.162,2040.626,2020.692,2024.545,24032409.9957
11.01.2024 01:00:00.000 GMT+0300,2025.465,2047.166,2013.585,2029.135,37035569.966
12.01.2024 01:00:00.000 GMT+0300,2029.502,2062.485,2029.102,2049.615,36007789.999299996
15.01.2024 01:00:00.000 GMT+0300,2050.302,2058.835,2046.035,2054.962,18258859.9323
16.01.2024 01:00:00.000 GMT+0300,2055.736,2056.205,2024.515,2028.535,35104440.27199999
17.01.2024 01:00:00.000 GMT+0300,2028.702,2033.145,2002.055,2006.485,34703049.9878
18.01.2024 01:00:00.000 GMT+0300,2007.115,2023.552,2006.005,2023.315,29742240.071200002
19.01.2024 01:00:00.000 GMT+0300,2024.515,2039.652,2020.702,2030.005,26534789.6812
22.01.2024 01:00:00.000 GMT+0300,2030.305,2032.325,2016.765,2021.895,27133179.9629
23.01.2024 01:00:00.000 GMT+0300,2022.522,2038.095,2019.805,2029.545,25227570.116600003
24.01.2024 01:00:00.000 GMT+0300,2029.892,2036.965,2011.405,2014.836,34925629.88369999
25.01.2024 01:00:00.000 GMT+0300,2014.835,2025.515,2009.895,2021.105,33530260.205199994
26.01.2024 01:00:00.000 GMT+0300,2021.616,2027.315,2016.185,2019.015,22815699.875499997
29.01.2024 01:00:00.000 GMT+0300,2025.245,2037.785,2019.525,2033.435,21775910.168699995
30.01.2024 01:00:00.000 GMT+0300,2033.706,2048.815,2029.325,2037.195,29888149.8577
31.01.2024 01:00:00.000 GMT+0300,2037.545,2056.175,2031.125,2040.085,37057840.317499995
